Zone,Crop,Temp_14d_Avg,Humid_14d_Avg,Rain_14d_Total,Disease_Occurred
Bundelkhand,Gram,15.5,69.5,26.3,0
Nimar Plains,Wheat,17.9,41.4,4.3,1
Central Narmada Valley,Soybean,28.0,78.7,5.6,1
Central Narmada Valley,Gram,18.7,54.4,9.9,0
Malwa Plateau,Wheat,22.2,41.1,5.7,0
Malwa Plateau,Maize,33.4,84.0,12.0,0
Chhattisgarh Plains,Flaxseed,19.6,27.6,16.2,0
Satpura Highlands,Maize,30.9,68.5,86.9,0
Kymore Plateau & Satpura Hills,Wheat,25.0,61.0,1.7,0
Central Narmada Valley,Sugarcane,30.5,84.7,15.6,0
Northern Hill Region of Chhattisgarh,Paddy,28.7,66.6,71.5,0
Chambal Valley,Sorghum,32.5,84.9,19.2,0
Vindhyan Plateau,Gram,22.1,54.4,1.5,0
Nimar Plains,Wheat,22.1,44.2,6.8,1
Central Narmada Valley,Sugarcane,25.7,85.7,4.3,1
Malwa Plateau,Maize,27.8,97.4,10.5,1
Jhabua Hills,Cotton,35.4,83.7,24.8,0
Bundelkhand,Gram,24.7,64.3,1.6,0
Satpura Highlands,Paddy,25.6,67.1,16.5,0
Central Narmada Valley,Wheat,25.6,57.5,2.1,0
Jhabua Hills,Soybean,32.6,79.9,5.3,1
Satpura Highlands,Paddy,27.8,89.9,5.1,1
Kymore Plateau & Satpura Hills,Soybean,35.2,70.7,2.0,0
Northern Hill Region of Chhattisgarh,Wheat,17.0,45.0,5.0,0
Kymore Plateau & Satpura Hills,Paddy,36.0,71.3,60.1,0
Vindhyan Plateau,Paddy,23.7,91.6,37.0,1
Northern Hill Region of Chhattisgarh,Maize,26.5,71.1,79.0,0
Northern Hill Region of Chhattisgarh,Paddy,26.0,69.0,52.9,0
Jhabua Hills,Black Gram,32.8,62.1,3.3,0
Vindhyan Plateau,Paddy,32.6,73.4,6.7,0
Bundelkhand,Lentil,21.7,40.7,1.2,0
Bundelkhand,Jowar,25.2,88.4,5.1,0
Northern Hill Region of Chhattisgarh,Maize,24.0,75.2,1.4,0
Bundelkhand,Wheat,19.0,25.1,2.2,0
Jhabua Hills,Cotton,27.1,107.3,2.4,1
Nimar Plains,Sorghum,33.9,84.6,159.4,0
Chambal Valley,Wheat,18.8,42.7,3.6,0
Kymore Plateau & Satpura Hills,Wheat,15.2,49.2,0.0,0
Northern Hill Region of Chhattisgarh,Paddy,29.7,59.3,13.6,0
Jhabua Hills,Black Gram,38.6,76.9,5.2,0
Central Narmada Valley,Sugarcane,36.0,81.7,36.6,0
Chhattisgarh Plains,Flaxseed,14.9,55.5,5.7,0
Bundelkhand,Gram,8.0,55.2,0.3,0
Jhabua Hills,Soybean,29.0,72.2,12.7,1
Northern Hill Region of Chhattisgarh,Paddy,29.3,84.3,6.9,0
Vindhyan Plateau,Paddy,32.4,47.9,62.3,0
Nimar Plains,Soybean,37.8,88.9,11.5,1
Kymore Plateau & Satpura Hills,Paddy,29.5,73.5,48.1,0
Northern Hill Region of Chhattisgarh,Paddy,25.8,82.4,45.9,0
Nimar Plains,Wheat,22.7,49.4,10.6,0
Northern Hill Region of Chhattisgarh,Paddy,30.9,75.6,55.0,0
Kymore Plateau & Satpura Hills,Wheat,20.5,56.5,8.4,0
Vindhyan Plateau,Paddy,25.9,94.1,64.5,0
Chambal Valley,Sorghum,17.2,69.9,2.0,0
Satpura Highlands,Maize,30.6,74.7,1.7,0
Satpura Highlands,Coarse Millets,31.9,69.3,34.8,0
Jhabua Hills,Cotton,30.9,72.5,3.6,0
Chhattisgarh Plains,Kodo-Kutki,27.6,76.8,12.5,0
Chambal Valley,Sorghum,34.1,90.5,29.8,1
Jhabua Hills,Maize,33.7,86.6,25.9,1
Chambal Valley,Mustard,19.0,57.7,17.1,0
Nimar Plains,Sorghum,29.5,49.8,24.8,0
Satpura Highlands,Maize,30.3,92.7,55.0,1
Nimar Plains,Soybean,29.1,75.5,8.0,1
Kymore Plateau & Satpura Hills,Gram,28.9,62.0,4.9,0
Jhabua Hills,Maize,36.6,60.4,0.9,0
Kymore Plateau & Satpura Hills,Soybean,41.9,74.8,5.6,0
Chambal Valley,Mustard,22.3,63.6,9.5,0
Vindhyan Plateau,Wheat,20.7,62.5,3.3,0
Jhabua Hills,Soybean,31.1,63.0,28.8,0
Vindhyan Plateau,Paddy,27.7,72.4,63.4,0
Satpura Highlands,Coarse Millets,33.0,83.3,44.4,1
Vindhyan Plateau,Gram,21.7,66.3,2.4,0
Malwa Plateau,Wheat,18.1,19.8,5.7,1
Vindhyan Plateau,Gram,9.1,35.7,1.4,0
Satpura Highlands,Paddy,25.9,82.5,10.9,0
Malwa Plateau,Wheat,10.4,47.9,1.9,0
Jhabua Hills,Soybean,31.2,101.8,57.1,1
Satpura Highlands,Maize,36.6,80.5,5.4,0
Chhattisgarh Plains,Flaxseed,19.6,62.9,8.2,0
Chhattisgarh Plains,Kodo-Kutki,37.3,92.9,0.0,1
Kymore Plateau & Satpura Hills,Soybean,24.4,81.0,23.6,1
Northern Hill Region of Chhattisgarh,Niger,32.8,90.3,6.8,1
Jhabua Hills,Soybean,28.9,71.9,3.0,1
Nimar Plains,Cotton,35.7,70.2,9.9,0
Chambal Valley,Wheat,22.5,54.3,2.8,0
Satpura Highlands,Paddy,34.2,71.7,27.8,0
Kymore Plateau & Satpura Hills,Wheat,25.6,70.9,16.6,1
Vindhyan Plateau,Gram,25.1,33.5,12.9,0
Jhabua Hills,Black Gram,26.8,62.7,27.0,0
Bundelkhand,Jowar,27.3,69.0,3.0,0
Chambal Valley,Sorghum,29.6,67.1,4.5,0
Jhabua Hills,Soybean,36.0,84.1,35.5,0
Chambal Valley,Wheat,21.3,62.8,23.1,0
Nimar Plains,Cotton,32.9,58.3,32.0,0
Satpura Highlands,Paddy,38.3,82.9,40.2,0
Chambal Valley,Mustard,21.2,33.5,2.4,0
Satpura Highlands,Coarse Millets,37.0,78.8,37.2,0
Satpura Highlands,Paddy,31.5,64.6,33.8,0
Vindhyan Plateau,Gram,15.1,66.0,0.9,0
Chhattisgarh Plains,Paddy,29.9,79.9,2.5,0
Kymore Plateau & Satpura Hills,Paddy,30.5,69.2,3.2,0
Nimar Plains,Wheat,21.0,42.5,3.1,0
Bundelkhand,Gram,17.8,37.9,7.3,0
Kymore Plateau & Satpura Hills,Wheat,17.5,46.5,14.0,0
Chhattisgarh Plains,Kodo-Kutki,31.0,71.5,4.2,0
Satpura Highlands,Maize,32.8,92.6,27.8,0
Chambal Valley,Sorghum,29.8,69.5,48.6,0
Chambal Valley,Sorghum,24.3,84.8,1.0,0
Nimar Plains,Wheat,20.7,17.8,11.7,0
Malwa Plateau,Cotton,35.3,82.6,19.0,0
Northern Hill Region of Chhattisgarh,Paddy,30.3,69.8,54.8,0
Vindhyan Plateau,Gram,17.7,22.8,2.0,0
Jhabua Hills,Maize,26.6,85.9,6.8,1
Malwa Plateau,Cotton,33.3,60.4,4.7,0
Nimar Plains,Cotton,30.0,98.3,11.3,1
Chhattisgarh Plains,Paddy,28.0,64.8,19.6,0
Jhabua Hills,Cotton,32.3,88.1,17.6,1
Nimar Plains,Soybean,32.2,76.1,37.0,1
Central Narmada Valley,Gram,15.0,55.4,3.5,0
Malwa Plateau,Wheat,19.7,81.1,12.2,0
Nimar Plains,Cotton,31.2,74.4,31.5,0
Kymore Plateau & Satpura Hills,Soybean,37.5,93.0,3.6,1
Chambal Valley,Sorghum,30.5,100.9,0.3,1
Central Narmada Valley,Soybean,33.1,102.9,0.3,1
Vindhyan Plateau,Paddy,30.0,58.5,9.3,1
Satpura Highlands,Maize,23.5,96.3,10.9,1
Jhabua Hills,Black Gram,26.0,85.5,1.6,1
Jhabua Hills,Cotton,24.6,92.4,11.6,0
Vindhyan Plateau,Wheat,19.6,51.7,8.9,0
Central Narmada Valley,Wheat,15.9,52.1,4.5,0
Chambal Valley,Mustard,15.6,47.9,6.5,0
Bundelkhand,Lentil,26.6,25.8,3.0,0
Central Narmada Valley,Sugarcane,33.2,68.5,3.9,0
Satpura Highlands,Paddy,29.1,63.7,4.3,0
Satpura Highlands,Coarse Millets,27.8,72.3,27.1,0
Northern Hill Region of Chhattisgarh,Maize,31.0,76.4,24.0,0
Satpura Highlands,Coarse Millets,27.2,75.0,35.6,1
Central Narmada Valley,Wheat,24.4,47.8,4.3,0
Chhattisgarh Plains,Kodo-Kutki,21.1,53.8,30.3,1
Northern Hill Region of Chhattisgarh,Paddy,27.6,91.1,3.4,0
Satpura Highlands,Paddy,30.1,65.8,26.0,0
Kymore Plateau & Satpura Hills,Wheat,14.8,72.2,6.6,0
Nimar Plains,Soybean,31.1,98.3,19.4,0
Vindhyan Plateau,Paddy,35.7,80.0,16.8,1
Vindhyan Plateau,Gram,18.5,33.7,6.8,0
Central Narmada Valley,Sugarcane,34.5,83.7,42.0,0
Satpura Highlands,Maize,28.8,67.1,67.9,0
Central Narmada Valley,Sugarcane,26.1,66.3,58.3,0
Jhabua Hills,Cotton,25.9,91.2,69.7,1
Central Narmada Valley,Sugarcane,28.9,76.1,7.0,0
Central Narmada Valley,Gram,20.6,62.8,1.5,1
Chhattisgarh Plains,Paddy,33.8,90.6,36.2,1
Chhattisgarh Plains,Flaxseed,24.1,62.0,5.3,0
Malwa Plateau,Cotton,26.6,75.2,32.3,0
Satpura Highlands,Paddy,28.4,102.7,3.6,1
Satpura Highlands,Coarse Millets,27.4,84.1,44.2,0
Bundelkhand,Jowar,33.8,94.6,34.5,1
Chambal Valley,Sorghum,34.8,73.4,33.5,1
Nimar Plains,Cotton,26.3,65.2,19.8,0
Vindhyan Plateau,Paddy,34.4,62.7,44.9,0
Malwa Plateau,Cotton,36.2,85.2,27.7,1
Satpura Highlands,Paddy,33.5,79.9,11.8,0
Vindhyan Plateau,Paddy,29.9,72.7,16.6,0
Malwa Plateau,Wheat,17.7,55.9,2.3,0
Chhattisgarh Plains,Paddy,27.4,57.5,9.8,0
Chambal Valley,Wheat,30.6,53.6,3.6,0
Jhabua Hills,Soybean,34.5,75.2,16.8,0
Chambal Valley,Wheat,22.2,37.9,2.0,0
Chambal Valley,Mustard,18.7,31.0,4.8,0
Chambal Valley,Sorghum,32.8,51.0,3.3,0
Northern Hill Region of Chhattisgarh,Paddy,31.9,73.1,49.3,1
Chhattisgarh Plains,Flaxseed,24.7,38.2,0.6,0
Chhattisgarh Plains,Flaxseed,17.4,57.3,6.4,0
Chambal Valley,Sorghum,33.8,69.4,63.9,0
Chambal Valley,Sorghum,18.3,95.3,12.7,1
Kymore Plateau & Satpura Hills,Soybean,33.1,69.9,14.8,0
Satpura Highlands,Paddy,29.5,74.1,10.5,1
Nimar Plains,Soybean,35.2,78.1,30.1,1
Jhabua Hills,Maize,30.8,75.0,19.2,0
Northern Hill Region of Chhattisgarh,Paddy,29.5,77.8,17.5,1
Vindhyan Plateau,Gram,23.3,52.7,3.5,0
Chhattisgarh Plains,Kodo-Kutki,31.7,77.3,12.3,0
Vindhyan Plateau,Paddy,25.7,74.7,35.4,0
Malwa Plateau,Soybean,27.1,75.1,36.9,0
Bundelkhand,Lentil,23.1,26.1,5.4,0
Malwa Plateau,Soybean,33.1,76.0,38.7,0
Satpura Highlands,Paddy,33.3,85.8,22.6,1
Satpura Highlands,Coarse Millets,34.4,69.9,5.8,0
Vindhyan Plateau,Gram,18.2,55.2,2.0,0
Chhattisgarh Plains,Kodo-Kutki,35.2,77.3,37.1,0
Bundelkhand,Jowar,33.7,76.8,2.4,0
Northern Hill Region of Chhattisgarh,Niger,36.9,88.7,55.2,1
Northern Hill Region of Chhattisgarh,Niger,28.0,81.9,2.1,0
Kymore Plateau & Satpura Hills,Paddy,35.6,89.4,11.6,1
Northern Hill Region of Chhattisgarh,Maize,40.9,75.0,56.8,1
Central Narmada Valley,Wheat,14.1,46.0,1.5,1
Malwa Plateau,Cotton,17.6,84.1,4.8,0
Nimar Plains,Cotton,33.2,83.6,19.2,0
Nimar Plains,Cotton,33.6,81.1,1.0,0
Kymore Plateau & Satpura Hills,Paddy,37.8,90.2,50.9,1
Satpura Highlands,Coarse Millets,29.4,66.6,12.1,0
Satpura Highlands,Coarse Millets,23.4,73.7,21.6,0
Central Narmada Valley,Wheat,16.2,58.8,1.3,0
Malwa Plateau,Cotton,28.4,79.4,10.6,0
Chambal Valley,Mustard,28.8,31.5,2.0,0
Jhabua Hills,Black Gram,35.2,70.1,70.5,0
Northern Hill Region of Chhattisgarh,Maize,29.3,41.3,19.5,0
Vindhyan Plateau,Gram,25.0,77.9,0.6,0
Chambal Valley,Mustard,19.8,72.7,0.6,0
Nimar Plains,Soybean,32.4,73.6,7.1,0
Central Narmada Valley,Wheat,19.6,79.1,2.2,0
Jhabua Hills,Black Gram,29.9,82.0,1.8,0
Central Narmada Valley,Gram,22.0,30.9,7.0,0
Chambal Valley,Mustard,19.5,50.2,3.7,0
Bundelkhand,Lentil,21.5,53.1,7.2,0
Chambal Valley,Wheat,24.1,50.2,1.1,0
Chhattisgarh Plains,Kodo-Kutki,28.1,72.5,15.5,0
Central Narmada Valley,Soybean,29.4,90.7,42.1,1
Satpura Highlands,Coarse Millets,31.8,89.3,36.3,1
Satpura Highlands,Paddy,29.3,81.4,27.0,0
Central Narmada Valley,Sugarcane,30.0,90.3,27.7,1
Chhattisgarh Plains,Flaxseed,14.4,38.0,2.6,0
Bundelkhand,Lentil,15.6,47.7,2.5,0
Satpura Highlands,Maize,32.4,91.4,50.1,1
Satpura Highlands,Coarse Millets,34.1,54.3,37.4,0
Chhattisgarh Plains,Flaxseed,14.5,31.9,0.4,0
Malwa Plateau,Soybean,24.6,90.6,106.1,0
Chhattisgarh Plains,Paddy,26.0,77.5,2.8,1
Malwa Plateau,Soybean,29.2,86.4,28.3,1
Vindhyan Plateau,Paddy,30.4,88.9,65.4,1
Jhabua Hills,Maize,36.4,70.8,20.9,1
Jhabua Hills,Black Gram,32.8,73.9,23.4,1
Satpura Highlands,Maize,26.5,91.2,30.5,1
Vindhyan Plateau,Paddy,28.0,82.4,3.1,1
Central Narmada Valley,Gram,20.4,82.3,0.2,1
Chhattisgarh Plains,Paddy,28.5,64.8,3.1,0
Bundelkhand,Jowar,28.3,55.1,14.0,0
Northern Hill Region of Chhattisgarh,Niger,36.8,74.3,26.6,0
Chambal Valley,Wheat,8.4,38.0,12.6,0
Central Narmada Valley,Soybean,28.2,87.1,4.6,0
Malwa Plateau,Soybean,27.5,68.2,8.4,0
Jhabua Hills,Cotton,29.5,83.9,13.1,0
Nimar Plains,Wheat,9.1,50.7,17.8,0
Central Narmada Valley,Sugarcane,27.9,97.8,43.8,1
Satpura Highlands,Maize,33.5,90.2,17.3,0
Vindhyan Plateau,Gram,22.8,57.5,5.7,0
Satpura Highlands,Paddy,29.6,89.1,102.3,1
Jhabua Hills,Soybean,24.7,98.0,24.6,1
Chambal Valley,Sorghum,23.9,87.9,12.1,1
Malwa Plateau,Cotton,24.5,94.1,0.3,1
Vindhyan Plateau,Wheat,20.4,60.5,4.7,0
Northern Hill Region of Chhattisgarh,Wheat,30.1,54.7,9.0,0
Chhattisgarh Plains,Flaxseed,17.4,53.1,4.5,0
Chhattisgarh Plains,Flaxseed,18.1,41.7,8.6,0
Malwa Plateau,Soybean,25.8,90.6,32.7,1
Satpura Highlands,Coarse Millets,27.8,102.2,10.2,1
Chhattisgarh Plains,Kodo-Kutki,24.4,59.8,23.4,0
Chhattisgarh Plains,Kodo-Kutki,35.2,47.9,20.6,0
Central Narmada Valley,Wheat,22.4,20.4,0.9,0
Kymore Plateau & Satpura Hills,Wheat,27.5,43.9,15.3,1
Kymore Plateau & Satpura Hills,Soybean,33.0,95.6,7.2,1
Satpura Highlands,Paddy,32.8,76.4,15.1,0
Nimar Plains,Sorghum,34.0,75.3,35.8,0
Bundelkhand,Lentil,27.3,58.4,6.3,0
Vindhyan Plateau,Wheat,18.5,64.4,9.1,0
Chambal Valley,Mustard,20.1,44.6,5.0,1
Northern Hill Region of Chhattisgarh,Niger,30.5,86.1,40.3,1
Malwa Plateau,Cotton,25.3,78.5,11.0,1
Kymore Plateau & Satpura Hills,Wheat,18.6,46.1,12.3,0
Central Narmada Valley,Sugarcane,33.0,94.8,36.5,1
Central Narmada Valley,Gram,23.0,42.7,2.7,0
Satpura Highlands,Paddy,29.6,73.6,13.5,1
Kymore Plateau & Satpura Hills,Wheat,27.0,63.3,7.3,0
Kymore Plateau & Satpura Hills,Gram,16.7,60.9,19.6,0
Chhattisgarh Plains,Flaxseed,18.0,53.3,5.0,0
Nimar Plains,Cotton,26.6,99.4,13.4,1
Kymore Plateau & Satpura Hills,Wheat,25.3,43.3,16.5,1
Nimar Plains,Sorghum,29.9,76.6,32.6,1
Northern Hill Region of Chhattisgarh,Wheat,20.0,52.4,16.6,0
Kymore Plateau & Satpura Hills,Wheat,20.1,45.4,0.4,0
Jhabua Hills,Maize,31.1,92.7,58.1,1
Kymore Plateau & Satpura Hills,Paddy,39.0,81.9,21.5,0
Chambal Valley,Mustard,25.8,25.6,15.2,0
Jhabua Hills,Black Gram,22.8,83.5,6.0,0
Vindhyan Plateau,Gram,19.1,39.1,8.6,0
Nimar Plains,Wheat,19.2,44.9,4.4,0
Vindhyan Plateau,Wheat,12.1,41.1,0.1,0
Satpura Highlands,Coarse Millets,34.9,68.9,30.7,0
Bundelkhand,Wheat,11.7,59.4,6.6,0
Kymore Plateau & Satpura Hills,Paddy,34.3,81.6,53.6,0
Satpura Highlands,Maize,33.3,75.1,58.3,1
Kymore Plateau & Satpura Hills,Paddy,31.2,95.2,0.7,0
Nimar Plains,Sorghum,35.4,56.3,6.6,0
Satpura Highlands,Paddy,27.1,90.6,4.0,1
Northern Hill Region of Chhattisgarh,Maize,33.3,57.3,1.4,0
Chhattisgarh Plains,Paddy,30.0,86.9,18.9,0
Satpura Highlands,Maize,31.5,85.7,45.0,1
Vindhyan Plateau,Wheat,20.8,49.8,14.9,0
Chhattisgarh Plains,Kodo-Kutki,33.6,76.1,4.7,0
Kymore Plateau & Satpura Hills,Soybean,30.0,89.5,26.0,1
Vindhyan Plateau,Gram,20.2,61.8,1.1,0
Nimar Plains,Sorghum,26.0,104.6,12.5,1
Kymore Plateau & Satpura Hills,Wheat,20.5,47.3,2.0,0
Kymore Plateau & Satpura Hills,Gram,25.9,50.2,6.2,0
Chambal Valley,Wheat,26.1,27.3,17.0,0
Vindhyan Plateau,Gram,17.4,46.7,0.8,0
Northern Hill Region of Chhattisgarh,Wheat,24.8,29.3,5.6,1
Vindhyan Plateau,Gram,17.9,44.4,4.4,0
Jhabua Hills,Soybean,28.8,96.1,20.6,1
Satpura Highlands,Maize,31.7,76.6,61.5,0
Chambal Valley,Sorghum,29.1,65.4,25.0,0
Northern Hill Region of Chhattisgarh,Niger,31.6,101.0,7.8,1
Bundelkhand,Lentil,14.0,56.6,14.4,0
Nimar Plains,Sorghum,32.8,67.7,5.6,0
Satpura Highlands,Paddy,31.7,77.5,20.1,0
Vindhyan Plateau,Wheat,17.4,54.2,0.4,0
Satpura Highlands,Coarse Millets,29.5,68.4,20.6,0
Chhattisgarh Plains,Kodo-Kutki,31.8,65.1,13.6,1
Northern Hill Region of Chhattisgarh,Wheat,19.5,50.3,10.6,0
Jhabua Hills,Black Gram,37.8,79.5,1.8,0
Bundelkhand,Lentil,24.3,53.9,8.9,0
Chambal Valley,Wheat,19.8,33.0,6.4,1
Satpura Highlands,Maize,36.0,77.0,5.4,0
Northern Hill Region of Chhattisgarh,Maize,25.2,72.0,31.7,0
Central Narmada Valley,Soybean,26.5,80.4,33.2,1
Vindhyan Plateau,Wheat,27.7,56.6,7.0,0
Satpura Highlands,Coarse Millets,28.8,56.1,154.1,0
Bundelkhand,Lentil,15.1,59.7,0.3,0
Jhabua Hills,Cotton,29.0,90.0,29.2,1
Jhabua Hills,Soybean,35.4,71.4,4.7,0
Satpura Highlands,Maize,27.7,74.4,15.3,1
Central Narmada Valley,Gram,32.4,54.5,3.0,0
Northern Hill Region of Chhattisgarh,Niger,36.6,85.7,25.3,1
Chhattisgarh Plains,Flaxseed,10.6,34.8,2.2,0
Bundelkhand,Wheat,18.1,61.7,1.8,0
Bundelkhand,Lentil,25.4,21.1,11.5,0
Vindhyan Plateau,Wheat,17.8,38.3,3.3,0
Kymore Plateau & Satpura Hills,Wheat,29.7,55.5,3.0,0
Jhabua Hills,Cotton,28.1,93.3,11.7,1
Vindhyan Plateau,Wheat,17.9,84.1,0.7,0
Bundelkhand,Lentil,23.0,32.9,0.7,0
Jhabua Hills,Maize,25.8,71.5,3.1,0
Malwa Plateau,Maize,29.3,103.9,59.9,0
Chhattisgarh Plains,Flaxseed,18.0,66.5,0.3,0
Central Narmada Valley,Wheat,28.0,40.0,1.1,0
Jhabua Hills,Soybean,27.5,75.3,21.5,0
Kymore Plateau & Satpura Hills,Soybean,20.9,90.2,5.0,1
Kymore Plateau & Satpura Hills,Soybean,36.5,97.7,17.9,1
Vindhyan Plateau,Gram,12.9,15.6,3.5,0
Northern Hill Region of Chhattisgarh,Maize,25.5,94.6,13.2,1
Satpura Highlands,Maize,32.9,93.9,17.3,1
Nimar Plains,Sorghum,23.2,87.5,13.7,1
Malwa Plateau,Wheat,16.6,42.5,2.5,0
Satpura Highlands,Coarse Millets,31.3,87.9,57.2,1
Nimar Plains,Soybean,31.4,81.3,4.3,0
Satpura Highlands,Paddy,24.5,75.3,18.4,0
Satpura Highlands,Paddy,28.8,87.0,9.9,1
Central Narmada Valley,Gram,21.2,44.7,2.3,0
Northern Hill Region of Chhattisgarh,Wheat,18.1,55.5,9.5,0
Northern Hill Region of Chhattisgarh,Wheat,23.1,54.2,4.7,0
Chambal Valley,Mustard,21.2,30.2,5.2,0
Chhattisgarh Plains,Flaxseed,17.0,57.3,0.8,0
Bundelkhand,Lentil,26.7,60.9,1.7,0
Satpura Highlands,Maize,30.2,100.1,6.8,1
Bundelkhand,Jowar,30.4,94.9,0.8,1
Jhabua Hills,Cotton,27.7,101.5,7.2,1
Kymore Plateau & Satpura Hills,Gram,17.9,59.1,2.2,0
Malwa Plateau,Maize,33.9,79.2,28.5,0
Chhattisgarh Plains,Kodo-Kutki,32.0,77.6,28.4,1
Nimar Plains,Sorghum,31.9,80.5,9.6,0
Chhattisgarh Plains,Flaxseed,14.5,44.6,11.0,1
Bundelkhand,Wheat,22.5,55.8,6.0,0
Bundelkhand,Wheat,15.6,26.4,1.4,0
Kymore Plateau & Satpura Hills,Gram,24.3,40.1,0.0,0
Jhabua Hills,Cotton,33.9,91.0,67.8,1
Satpura Highlands,Paddy,33.0,92.0,3.1,0
Chhattisgarh Plains,Kodo-Kutki,28.1,82.8,11.0,0
Malwa Plateau,Maize,29.1,77.4,11.4,0
Chhattisgarh Plains,Paddy,33.2,80.0,7.1,1
Bundelkhand,Lentil,22.4,45.8,0.2,0
Chhattisgarh Plains,Kodo-Kutki,26.5,91.1,24.8,1
Chambal Valley,Wheat,14.2,50.7,6.7,0
Jhabua Hills,Black Gram,23.4,67.3,5.3,0
Central Narmada Valley,Gram,18.2,46.9,1.6,0
Vindhyan Plateau,Paddy,25.0,77.1,4.8,0
Nimar Plains,Sorghum,36.4,60.0,54.2,0
Satpura Highlands,Maize,33.4,72.6,57.7,0
Central Narmada Valley,Soybean,23.3,86.7,118.6,1
Chambal Valley,Mustard,16.1,42.4,3.3,0
Kymore Plateau & Satpura Hills,Gram,16.3,56.2,4.6,0
Malwa Plateau,Cotton,35.0,80.5,105.7,0
Central Narmada Valley,Soybean,23.3,84.5,3.6,1
Chambal Valley,Wheat,21.5,65.6,0.9,0
Vindhyan Plateau,Wheat,18.5,47.1,2.9,0
Northern Hill Region of Chhattisgarh,Wheat,25.1,38.0,5.5,0
Vindhyan Plateau,Gram,10.7,36.7,5.8,0
Malwa Plateau,Maize,30.1,84.9,1.2,1
Bundelkhand,Jowar,28.2,86.3,2.8,1
Kymore Plateau & Satpura Hills,Wheat,26.8,71.4,7.1,1
Bundelkhand,Lentil,16.6,47.5,1.1,0
Kymore Plateau & Satpura Hills,Soybean,26.5,72.7,0.7,1
Kymore Plateau & Satpura Hills,Paddy,34.8,65.6,18.9,0
Nimar Plains,Wheat,17.8,41.5,5.5,0
Central Narmada Valley,Soybean,25.9,82.1,35.2,0
Chambal Valley,Wheat,16.4,50.1,1.6,1
Central Narmada Valley,Soybean,34.8,80.3,8.9,0
Nimar Plains,Cotton,34.1,64.1,33.7,0
Chhattisgarh Plains,Flaxseed,22.8,66.5,11.3,1
Satpura Highlands,Coarse Millets,37.8,60.1,34.2,0
Bundelkhand,Gram,11.4,40.9,5.1,0
Chhattisgarh Plains,Kodo-Kutki,33.2,84.1,1.8,0
Chambal Valley,Wheat,18.5,32.3,7.7,0
Central Narmada Valley,Soybean,23.5,80.5,39.8,0
Jhabua Hills,Black Gram,27.3,133.7,30.7,1
Vindhyan Plateau,Wheat,20.6,44.4,0.6,1
Malwa Plateau,Wheat,19.6,84.2,4.6,0
Northern Hill Region of Chhattisgarh,Maize,31.7,97.7,43.5,1
Chhattisgarh Plains,Paddy,31.4,73.1,96.1,0
Vindhyan Plateau,Gram,20.0,59.9,2.6,1
Jhabua Hills,Black Gram,29.0,90.5,20.5,1
Malwa Plateau,Maize,28.3,85.5,10.1,1
Nimar Plains,Cotton,31.7,80.2,103.1,0
Satpura Highlands,Paddy,31.7,91.3,46.6,0
Bundelkhand,Gram,18.3,46.2,11.2,0
Jhabua Hills,Soybean,32.6,64.6,7.5,0
Chhattisgarh Plains,Kodo-Kutki,24.4,87.6,8.9,1
Chambal Valley,Mustard,17.1,68.6,1.6,0
Bundelkhand,Wheat,25.9,47.8,22.4,0
Malwa Plateau,Maize,28.6,67.4,3.5,1
Central Narmada Valley,Sugarcane,26.1,73.2,67.0,0
Kymore Plateau & Satpura Hills,Soybean,30.0,85.7,6.7,1
Jhabua Hills,Maize,30.5,73.4,25.7,0
Jhabua Hills,Soybean,30.6,96.6,2.8,1
Chhattisgarh Plains,Kodo-Kutki,29.4,72.7,16.7,0
Jhabua Hills,Soybean,26.7,89.3,52.7,1
Chhattisgarh Plains,Flaxseed,18.7,41.4,2.8,0
Kymore Plateau & Satpura Hills,Gram,18.1,73.5,7.7,1
Jhabua Hills,Maize,29.1,90.3,26.5,1
Central Narmada Valley,Gram,17.9,32.4,1.4,0
Northern Hill Region of Chhattisgarh,Wheat,12.7,35.4,7.4,0
Jhabua Hills,Maize,29.3,88.0,4.1,1
Kymore Plateau & Satpura Hills,Soybean,25.5,76.4,8.6,0
Central Narmada Valley,Wheat,25.6,44.3,2.4,0
Vindhyan Plateau,Paddy,38.2,67.2,1.8,1
Satpura Highlands,Paddy,35.0,80.3,50.2,0
Kymore Plateau & Satpura Hills,Paddy,30.9,91.8,10.0,1
Satpura Highlands,Maize,33.0,71.0,27.1,0
Northern Hill Region of Chhattisgarh,Niger,26.2,69.2,10.2,1
Satpura Highlands,Maize,25.0,87.6,6.2,1
Chhattisgarh Plains,Paddy,28.0,61.4,45.0,0
Kymore Plateau & Satpura Hills,Gram,24.4,50.6,2.0,0
Chhattisgarh Plains,Flaxseed,17.6,62.1,5.3,0
Chambal Valley,Mustard,21.4,49.8,3.0,1
Vindhyan Plateau,Wheat,20.2,18.8,2.4,0
Central Narmada Valley,Soybean,26.7,91.3,11.5,1
Nimar Plains,Wheat,29.6,50.4,3.1,0
Chhattisgarh Plains,Paddy,26.0,65.5,14.5,1
Chambal Valley,Sorghum,28.6,104.5,0.0,1
Chambal Valley,Sorghum,34.6,55.7,5.7,1
Vindhyan Plateau,Wheat,22.3,39.3,0.4,0
Malwa Plateau,Soybean,30.2,88.0,8.3,1
Central Narmada Valley,Wheat,23.4,52.4,9.7,0
